age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
30,0,1,4,2016-05-12,0,2,0,0,20,34.04,17344.86,16.0,733.98,1,0,1,4,0,0
42,1,1,3,2015-01-31,1,0,0,0,16,37.48,24696.83,31.84301686,701.98,1,0,1,1,-1,0
11,0,0,5,2017-05-30,0,1,0,1,-999,32.45,84635.31,7.0,704.73,1,0,1,4,1,0
59,1,0,2,2015-10-03,1,0,2,0,23,621.76,48647.1,16.0,512.14,1,1,1,2,0,1
55,0,0,4,2015-01-15,1,0,2,1,21,848.13,79711.92,7.0,817.38,1,1,0,3,-1,0
39,0,0,2,2016-04-25,0,0,0,1,2,90.99,9507.63,24.0,670.87,0,1,1,1,0,1
12,1,1,5,2017-04-11,1,1,2,2,-999,1032.3,14975.72,18.0,707.94,1,1,0,3,1,0
61,1,0,2,2015-02-27,1,2,0,1,18,599.03,13256.1,20.0,621.44,1,1,0,3,0,1
23,0,0,2,2017-05-02,0,2,0,0,10,414.8,1460.57,14.0,694.11,0,1,1,2,0,1
56,1,0,0,2017-10-31,0,0,0,0,11,88.63,6266.86,27.0,562.13,1,0,0,3,0,1
11,1,0,5,2016-01-06,0,1,0,1,10,394.6,28757.69,14.0,756.94,1,0,0,3,0,0
14,0,1,2,2015-08-24,0,1,0,1,17,398.68,20321.13,27.0,247.1434478,1,0,0,3,0,1
29,1,0,2,2016-09-12,1,2,0,1,10,507.7,32342.68,24.0,606.67,1,0,1,2,-1,1
31,1,0,4,2017-01-22,0,0,1,1,-999,388.85,86897.15,1.0,767.33,1,0,0,3,1,0
46,1,2,1,2015-10-21,0,2,0,0,15,125.34,27573.17,16.0,773.49,0,1,0,3,0,0
56,1,1,0,2017-06-03,0,2,1,0,17,31.39,23105.51,40.56806948,186.9181875,1,0,1,1,-1,1
63,1,0,4,2015-03-20,0,1,0,0,2,102.93,23247.19,15.0,748.79,1,0,0,3,0,0
35,1,1,2,2015-05-02,1,2,2,0,9,634.79,26117.35,10.0,666.16,1,0,0,3,0,1
52,0,1,5,2017-03-01,1,2,0,2,4,575.36,31549.74,25.0,697.62,1,0,1,4,-1,0
22,1,0,3,2015-02-04,0,0,0,2,19,30.2,35687.91,15.0,733.51,1,0,1,4,0,0
10,1,2,0,2016-12-09,1,2,1,2,6,1283.79,27088.76,9.0,177.3742175,1,1,1,0,-1,1
38,0,0,1,2017-09-05,0,1,1,2,7,475.53,28117.43,16.0,1072.076427,1,0,0,3,-1,0
18,1,1,0,2015-09-27,1,1,0,2,2,144.66,46084.78,-7.886521679,697.62,1,0,0,3,0,1
22,1,0,2,2015-02-15,0,1,0,1,1,190.45,22437.81,5.0,643.44,1,0,0,3,0,1
43,0,0,5,2015-09-12,1,1,0,0,-999,33.9,10305.49,16.0,791.82,0,1,1,1,0,0
47,0,1,1,2015-04-25,1,1,0,0,14,626.3,50678.06,10.0,368.9123827,1,1,1,4,1,0
27,1,2,3,2016-12-21,0,1,1,2,7,394.05,29971.65,10.0,331.557207,1,0,1,0,0,1
18,0,0,3,2017-11-09,0,2,1,2,13,173.1,77381.56,5.0,765.08,1,0,1,1,-1,0
21,0,0,5,2017-05-19,0,0,1,2,12,178.06,19537.26,6.0,1161.085493,0,1,0,3,0,0
35,1,2,3,2016-08-16,0,0,0,1,20,186.66,16039.42,20.0,703.31,1,0,0,3,0,1
15,1,0,3,2016-03-06,0,2,0,0,18,-692.3347897,46041.17,11.0,700.98,1,0,0,3,0,0
30,0,0,0,2015-01-06,1,0,0,0,5,39.17,49082.56,21.0,605.95,1,0,0,3,0,1
40,1,1,5,2016-12-12,1,2,0,1,12,-552.8493921,10123.0,5.0,753.2,1,1,1,1,0,0
52,1,0,1,2017-12-25,1,2,1,2,14,60.17,37776.87,5.0,619.23,0,1,1,4,0,1
44,1,0,3,2017-08-04,0,2,0,0,20,137.85,34395.16,5.0,739.89,0,1,1,2,0,0
19,0,0,0,2017-11-15,0,0,1,0,5,213.27,1889.88,14.0,560.0,1,1,1,4,0,0
49,1,2,5,2017-06-23,1,1,0,0,14,-28.90025782,26980.73,16.0,730.92,0,1,1,4,0,0
47,1,0,2,2015-02-23,0,1,0,2,6,31.63,2538.71,43.23157761,661.53,0,1,1,0,0,1
30,0,0,2,2016-09-23,1,1,0,2,20,131.37,15152.98,16.0,610.24,0,1,0,3,0,1
64,0,0,0,2017-11-12,0,2,1,0,15,33.48,40715.75,21.0,1004.99338,1,0,0,3,0,1
64,1,1,1,2016-01-09,0,1,0,2,7,460.18,33654.92,28.0,713.05,0,1,1,2,0,1
25,0,0,3,2017-04-09,1,1,0,1,21,71.2,43542.43,6.0,729.14,0,1,0,3,0,0
13,1,0,4,2016-04-27,1,2,0,1,16,34.8,32885.46,22.0,788.41,1,0,0,3,0,0
49,0,2,1,2016-05-30,0,0,0,0,21,-771.9162997,48148.39,14.0,738.28,0,1,1,2,0,0
44,0,1,2,2015-10-06,0,0,1,1,13,157.04,39725.88,24.0,660.61,0,1,1,2,0,1
61,0,0,3,2015-12-18,1,1,0,0,9,155.11,43796.01,16.0,697.62,1,0,1,2,0,0
24,0,0,1,2016-11-21,1,2,1,1,16,77.66,31022.94,19.0,365.8065639,1,0,0,3,0,1
37,0,2,5,2016-08-09,0,0,0,2,8,-987.1024679,35268.69,16.0,769.39,1,0,0,3,1,0
43,0,0,5,2016-10-06,1,0,0,2,11,929.86,38686.35,17.0,760.27,1,1,1,4,0,0
62,1,0,1,2016-06-16,1,0,2,2,8,832.77,44895.89,11.0,691.85,1,1,0,3,0,1
48,1,1,1,2017-12-13,0,2,0,0,13,44.23,64708.71,19.0,836.66,0,1,0,3,1,0
40,0,0,1,2017-03-26,1,2,0,1,11,701.1,75462.2,9.0,226.0982748,1,1,1,0,-1,0
14,1,0,5,2016-09-01,0,1,0,2,-999,1050.766637,67078.73,2.0,753.83,0,1,0,3,1,0
35,0,0,2,2016-10-13,1,2,0,1,7,609.22,29604.81,12.0,304.8211227,1,0,0,3,-1,1
11,1,1,1,2015-01-05,0,1,1,0,10,287.44,13327.11,17.0,767.26,0,1,1,4,0,0
39,0,0,1,2016-10-17,1,0,0,1,14,174.27,35040.02,9.0,621.76,0,1,0,3,0,1
22,0,0,5,2017-05-15,1,2,0,1,17,195.75,62636.51,19.0,828.48,1,0,0,3,1,0
13,1,2,0,2015-12-04,1,0,0,2,18,148.16,42152.08,28.0,1021.473328,1,0,1,0,0,1
47,0,1,4,2016-01-17,1,1,1,1,14,133.64,35444.27,16.0,706.3,1,0,0,3,0,0
22,1,0,1,2017-07-12,0,2,1,2,23,115.43,28665.73,19.0,760.49,1,0,0,3,-1,0
35,0,0,2,2017-06-28,1,2,0,0,9,30.45,17401.83,28.0,558.64,1,0,1,2,-1,1
18,1,0,4,2015-06-22,0,1,0,1,8,311.4,47888.75,8.0,847.91,0,1,1,4,-1,0
21,0,0,4,2015-04-21,1,2,0,1,-999,296.38,94764.52,34.32765303,799.05,1,1,1,0,1,0
43,0,0,0,2016-09-17,0,2,1,0,3,172.13,21556.88,17.0,673.0,1,0,1,2,-1,1
28,0,0,1,2017-07-18,1,2,0,2,14,30.03,49122.11,23.0,782.98,0,1,0,3,0,0
21,1,1,1,2015-03-14,0,1,0,2,23,159.22,43716.23,9.0,634.52,0,1,0,3,0,1
61,1,2,5,2016-07-04,1,1,1,2,11,52.61,29414.24,29.0,1188.647109,1,0,1,0,0,0
36,0,0,2,2017-08-27,1,0,1,2,-999,253.58,48329.6,17.0,513.31,0,1,0,3,0,1
11,0,0,3,2017-06-21,0,0,0,1,10,274.54,10813.05,25.0,676.08,0,1,0,3,0,1
63,1,1,1,2016-12-06,0,2,0,1,24,70.6,34864.61,19.0,776.38,1,0,1,4,0,0
21,0,0,4,2016-09-04,1,0,1,2,14,33.76,16656.88,5.0,739.85,1,0,1,0,0,0
63,1,0,5,2015-05-05,0,1,2,1,13,307.42,54752.3,10.0,829.0,1,1,1,4,1,0
33,0,2,0,2017-08-08,1,2,1,1,14,146.21,25495.34,16.0,607.0,0,1,0,3,0,1
51,1,1,2,2015-07-09,0,1,0,1,11,419.92,2850.29,21.0,697.62,1,0,0,3,0,1
40,0,0,1,2017-11-12,0,1,1,0,18,33.43,21142.03,21.0,601.07,0,1,1,2,0,1
21,0,2,4,2015-07-17,0,1,0,1,23,464.7,7284.99,16.0,697.62,1,0,1,1,0,0
13,0,0,4,2016-03-14,0,2,1,2,10,84.77,13132.19,7.0,754.81,1,0,1,2,-1,0
55,1,0,2,2017-10-15,0,1,1,2,11,195.94,33922.27,9.0,697.62,1,0,1,2,0,1
41,1,1,1,2015-10-02,1,2,0,2,7,1802.175548,17579.76,21.0,761.12,1,1,1,2,0,0
54,1,0,0,2017-06-28,0,1,0,2,7,110.88,19661.27,29.0,155.3779668,1,0,1,0,0,1
25,1,0,0,2016-12-24,0,0,1,1,23,1426.819239,26660.03,9.0,698.23,1,0,1,2,0,1
25,0,0,0,2017-07-14,0,1,0,2,11,74.48,23981.25,15.0,709.64,1,0,1,4,0,1
33,1,1,0,2016-06-17,1,2,1,2,16,172.72,35028.24,5.0,551.34,0,1,1,1,0,1
25,1,0,1,2017-03-12,0,2,1,1,21,114.51,19255.92,26.0,708.2,1,0,0,3,0,1
23,1,0,5,2016-07-07,0,1,1,2,12,217.54,7594.95,25.0,325.7786191,0,1,1,1,0,0
25,0,0,1,2016-03-27,1,2,1,0,3,539.28,20973.26,6.0,696.5,1,0,1,1,0,1
63,1,1,3,2015-09-03,0,2,0,0,16,34.59,37102.76,7.0,245.8301181,1,0,0,3,0,0
63,0,0,3,2015-04-04,0,1,1,0,16,231.23,17844.16,18.0,743.07,1,0,1,4,0,0
62,1,0,3,2017-01-13,0,2,0,2,14,58.51,36485.55,10.0,995.086632,0,1,0,3,1,0
19,1,1,5,2015-06-12,1,2,2,0,6,868.39,36798.98,18.0,756.58,1,0,1,4,1,0
56,1,0,0,2015-04-14,1,2,0,1,9,64.64,42436.26,9.0,616.22,0,1,1,1,0,1
22,1,0,1,2017-03-10,0,0,2,1,16,401.05,30859.24,8.0,734.37,1,1,0,3,0,0
21,0,0,3,2017-01-27,0,1,1,0,21,68.0,43581.02,39.38316934,707.41,1,0,1,0,0,0
19,0,2,0,2017-04-30,1,0,0,0,9,216.58,36830.82,13.0,708.59,0,1,0,3,0,0
55,0,0,1,2016-06-21,0,0,0,2,15,184.93,21063.94,12.0,721.24,0,1,0,3,1,0
33,1,0,4,2015-10-28,0,2,1,0,20,155.26,16342.46,17.0,109.7665772,0,1,0,3,0,0
51,1,0,1,2015-06-11,0,0,1,1,13,41.3,3282.27,16.0,769.12,1,0,1,2,0,0
58,0,0,2,2017-05-12,0,0,0,2,7,83.11,10474.84,16.0,542.87,0,1,0,3,0,1
17,1,1,0,2015-11-22,0,2,0,0,-999,322.92,23943.12,23.0,630.4,1,1,1,1,0,1
53,0,0,3,2016-09-15,0,0,0,1,15,113.95,3803.17,29.0,699.3,1,0,0,3,-1,1
55,1,1,2,2016-03-29,0,1,0,2,5,-1006.713756,41962.95,15.0,538.34,0,1,1,1,0,1
49,0,0,1,2016-12-09,0,1,0,1,6,52.61,33445.41,16.0,434.0203331,1,0,1,2,1,0
37,0,0,1,2016-02-27,1,0,0,2,20,304.94,26244.84,23.0,651.2,1,1,1,4,0,1
47,0,0,2,2017-09-22,0,2,0,0,16,-937.3583668,48849.87,8.0,285.0365974,1,0,1,4,0,1
53,1,2,2,2015-03-05,1,1,0,0,15,844.520327,25024.92,-17.79258804,563.44,1,0,1,2,0,1
60,0,1,4,2016-11-28,1,0,0,2,4,124.1,12679.35,16.0,709.1,1,0,0,3,-1,0
17,1,0,1,2015-10-21,0,0,0,1,9,237.09,10452.97,21.0,385.7522104,1,0,0,3,0,0
24,0,1,0,2015-11-24,0,2,0,1,6,40.36,10291.18,10.0,649.12,1,0,1,1,-1,1
63,0,0,1,2016-05-04,0,2,0,1,19,39.56,97257.45,16.0,789.45,0,1,1,1,-1,0
11,1,0,0,2017-12-10,1,2,1,0,10,170.33,44402.91,16.0,882.0809972,0,1,0,3,-1,1
28,0,1,0,2017-05-08,0,1,0,1,11,115.7,42877.6,22.0,619.68,0,1,0,3,0,1
29,1,1,5,2016-02-04,0,1,0,1,3,425.41,93649.69,16.0,727.55,1,0,0,3,1,0
11,0,0,2,2015-04-07,1,0,0,0,9,51.5,17277.94,10.0,805.6387094,0,1,0,3,-1,1
46,1,0,2,2016-11-14,0,1,1,2,15,465.99,14775.27,6.0,692.87,1,1,0,3,-1,1
43,0,0,0,2015-06-16,1,0,0,2,22,33.29,31981.22,21.0,220.6158902,0,1,0,3,0,1
18,0,1,5,2017-04-19,1,0,1,0,15,142.97,75295.2,5.0,739.69,0,1,0,3,1,0
33,0,1,5,2016-03-27,1,2,1,0,24,201.33,41884.89,21.0,697.62,0,1,1,0,0,0
48,1,2,5,2016-07-22,0,2,0,0,7,219.91,29355.75,8.0,790.56,0,1,0,3,0,0
26,0,0,0,2017-12-01,1,0,2,1,14,659.77,23265.55,8.0,1254.551199,0,1,1,0,0,1
35,1,1,0,2017-10-10,1,1,1,2,3,194.33,42808.26,23.0,667.47,0,1,1,2,0,1
54,0,1,0,2016-06-20,0,0,1,0,10,99.5,25566.66,22.0,688.04,1,0,0,3,-1,1
36,0,1,3,2015-01-05,0,2,2,0,7,380.03,48021.95,28.0,432.8575072,1,0,1,1,0,0
48,1,0,4,2017-02-25,1,2,2,2,10,653.84,24842.76,28.71160481,799.08,1,0,0,3,0,0
39,1,0,5,2017-06-05,0,2,1,0,5,-726.1010307,2761.42,17.0,793.16,0,1,1,2,0,0
57,1,2,1,2016-10-03,0,0,1,0,22,289.59,11458.45,7.0,754.41,1,0,1,1,-1,0
26,0,2,4,2016-08-31,0,0,1,0,11,198.08,1347.91,18.0,749.05,1,0,1,4,0,0
63,0,2,1,2016-07-29,0,0,0,1,22,493.28,7464.06,15.0,740.54,1,0,1,1,1,0
46,0,1,0,2015-10-10,0,2,0,2,18,211.41,31529.97,10.0,663.31,1,0,0,3,0,1
46,1,0,4,2017-05-01,0,0,0,2,-999,45.49,12459.73,7.0,778.64,1,0,0,3,1,0
41,0,2,1,2017-12-05,0,2,0,1,11,32.33,7225.06,28.0,640.73,0,1,1,4,-1,1
22,0,2,4,2017-08-26,0,2,1,1,10,456.79,12400.77,41.32446694,775.67,0,1,0,3,1,0
10,1,1,5,2017-09-24,1,0,0,1,13,88.53,69669.6,6.0,816.54,1,0,0,3,-1,0
46,0,0,2,2016-08-21,0,2,1,0,1,50.07,31003.84,29.0,620.75,0,1,0,3,0,1
61,1,2,0,2015-12-23,0,0,0,2,16,74.76,18138.85,13.0,502.18,1,0,0,3,0,1
40,0,1,1,2015-12-10,1,2,1,1,23,526.66,10942.51,22.0,647.63,0,1,1,0,0,1
35,1,0,1,2016-06-02,0,1,1,2,18,30.87,6391.47,16.0,782.7,1,0,1,2,0,0
52,0,2,1,2017-11-29,1,1,1,0,9,2538.247091,6947.73,27.0,697.62,0,1,1,1,0,0
42,1,1,3,2017-06-20,1,0,1,0,20,31.73,32781.21,26.0,652.7,0,1,0,3,0,1
52,0,1,2,2016-04-24,0,2,0,1,12,55.19,47714.26,6.0,709.47,1,0,0,3,0,1
63,0,0,1,2015-01-08,1,1,2,2,16,503.81,43326.75,16.0,731.99,0,1,0,3,-1,0
22,1,1,3,2017-04-04,0,0,0,2,11,31.36,8488.32,28.0,697.62,1,0,0,3,0,0
60,0,0,0,2017-05-03,0,2,0,0,16,32.3,48860.18,16.0,1021.102087,0,1,0,3,0,1
27,0,1,3,2017-12-19,0,1,0,2,18,870.0229367,22745.2,22.0,647.76,0,1,1,4,0,1
41,0,0,0,2015-08-07,0,0,0,2,16,132.3,10090.88,28.0,607.89,1,0,1,1,0,1
30,1,1,3,2015-03-13,1,0,0,1,23,334.98,51577.6,7.0,720.08,1,0,0,3,1,0
14,0,0,2,2017-07-26,1,2,1,0,22,959.9784928,47665.51,16.0,697.62,1,0,0,3,0,1
39,0,0,3,2016-09-24,1,2,1,1,19,192.24,23197.21,18.0,603.88,1,0,1,4,0,1
57,1,0,1,2017-09-27,0,1,0,2,20,58.4,5348.05,12.0,644.83,0,1,0,3,0,1
62,0,0,3,2017-09-16,1,1,1,2,9,87.92,36145.63,29.0,770.82,0,1,0,3,0,0
37,1,0,3,2017-08-22,1,0,0,0,11,34.7,6499.42,8.0,701.24,1,0,0,3,0,0
48,0,0,5,2015-07-24,1,1,0,2,6,34.5,36432.87,5.0,725.99,1,0,1,0,0,0
34,0,2,3,2015-10-22,0,0,0,2,10,199.34,12642.63,27.0,697.62,1,0,0,3,0,1
13,1,1,5,2017-05-11,0,2,1,2,7,263.34,51388.6,16.0,741.39,1,1,0,3,-1,0
25,1,2,0,2015-12-11,1,2,0,2,9,948.76,25047.56,19.0,684.79,1,0,1,0,0,1
41,1,2,2,2017-11-26,0,0,0,2,15,215.85,10737.9,21.0,639.15,0,1,0,3,-1,1
19,0,0,0,2015-05-21,0,0,1,1,5,114.05,4156.99,18.0,977.1725902,1,0,0,3,0,1
40,0,1,5,2015-02-24,0,2,0,1,6,158.78,18307.24,13.0,1350.777837,0,1,0,3,0,0
60,0,1,4,2017-10-09,0,1,1,1,13,31.57,14395.85,24.0,697.62,1,0,1,4,0,0
35,1,0,3,2016-06-28,0,0,1,0,18,75.57,13441.71,28.0,632.67,1,0,1,2,0,1
14,1,1,4,2015-01-25,1,2,1,1,13,134.83,27274.98,26.0,799.85,0,1,1,2,0,0
48,1,0,1,2015-03-23,0,2,0,2,21,142.07,12059.46,6.0,734.84,1,0,1,1,0,0
21,0,0,4,2015-09-06,0,1,0,1,7,481.35,38637.93,1.0,517.1679482,0,1,0,3,-1,0
17,1,1,5,2017-07-23,0,0,0,0,19,159.48,35761.95,21.0,788.07,1,0,0,3,0,0
42,0,2,0,2015-03-25,0,1,0,1,22,31.27,33141.46,53.13233119,636.23,0,1,1,0,0,1
21,0,0,0,2016-09-08,0,1,0,0,18,206.81,46071.64,27.0,579.12,0,1,1,1,0,1
55,0,0,1,2015-06-09,0,1,1,0,14,108.43,6741.59,24.0,783.83,1,0,0,3,0,0
45,1,1,3,2017-06-02,1,0,2,0,9,595.16,33625.87,19.0,732.43,1,0,0,3,0,0
38,0,2,5,2017-08-28,1,1,1,0,14,130.98,10664.96,21.0,723.73,0,1,0,3,0,0
58,0,1,4,2016-06-12,1,1,0,1,7,696.94,25095.24,19.0,719.81,1,1,0,3,0,0
10,0,1,3,2016-06-06,0,0,1,1,18,445.25,39880.16,25.0,611.16,0,1,0,3,0,1
28,0,0,0,2016-07-19,0,0,2,1,20,221.42,6385.09,9.0,685.53,0,1,0,3,-1,1
41,0,1,0,2017-05-11,0,2,1,1,9,676.78,5060.09,17.0,302.8980089,0,1,0,3,-1,1
10,0,0,2,2015-08-04,0,0,2,0,-999,356.76,9309.58,17.0,697.62,0,1,0,3,-1,1
57,0,1,0,2017-08-03,1,1,0,1,15,209.6,1795.17,22.0,612.89,1,0,1,4,0,1
62,1,1,4,2015-12-05,1,2,0,1,4,127.84,95032.43,6.0,697.62,1,0,1,2,1,0
45,0,0,5,2017-01-16,1,2,0,1,6,100.95,37631.39,5.0,746.88,0,1,1,0,0,0
31,1,2,4,2015-12-30,1,0,0,0,12,1225.349343,43763.01,16.0,715.05,0,1,1,4,0,0
52,0,0,1,2015-10-12,1,2,1,1,16,197.08,33240.93,23.0,736.46,1,0,1,2,0,0
61,0,2,3,2015-09-27,0,0,1,1,14,219.25,18469.96,17.0,765.49,1,0,0,3,0,0
50,0,1,3,2016-03-13,0,0,0,2,15,167.36,5876.34,28.0,780.44,1,0,1,4,-1,0
31,0,0,3,2015-12-10,1,1,0,2,17,683.02,39841.31,7.0,721.86,0,1,0,3,0,0
30,0,1,4,2015-07-30,0,1,1,0,11,34.02,6388.41,15.0,787.57,1,0,1,2,0,0
27,0,1,1,2017-10-10,0,0,1,2,19,-1112.419599,16439.01,9.0,697.62,0,1,1,0,0,0
33,1,0,0,2016-09-09,0,2,0,2,21,215.47,12428.44,23.0,575.17,1,1,0,3,0,1
47,0,1,0,2017-12-29,1,2,1,2,5,229.47,3397.75,25.0,520.6001601,0,1,1,0,-1,1
31,0,0,1,2016-11-27,0,0,1,0,16,-786.4050713,31250.5,10.0,716.49,0,1,1,0,-1,0
47,1,0,1,2015-12-01,1,2,1,1,8,32.95,4549.19,28.0,718.41,0,1,0,3,0,1
11,0,0,1,2016-05-01,0,0,0,1,13,31.43,20696.7,8.0,767.09,0,1,0,3,1,0
38,0,0,5,2015-11-10,1,1,1,1,3,483.85,60361.24,16.0,772.79,1,1,0,3,1,0
51,0,0,5,2017-10-02,0,0,1,1,7,32.11,39923.68,16.0,749.45,0,1,0,3,0,0
48,1,0,4,2015-09-07,0,0,1,1,11,350.83,14570.86,18.0,697.62,1,0,1,2,0,0
57,1,0,5,2016-05-16,0,1,1,2,20,282.58,5424.54,16.0,697.62,0,1,1,4,0,0
36,0,1,3,2017-07-26,0,2,0,2,7,43.96,28378.69,21.0,704.25,0,1,0,3,0,0
11,1,0,3,2015-11-17,0,1,1,0,20,264.67,18001.7,7.0,796.24,1,0,1,1,0,0
18,0,1,1,2016-05-31,0,2,0,2,-999,216.75,2286.09,16.0,658.93,0,1,0,3,0,1
36,0,1,0,2015-07-13,1,2,0,0,-999,391.29,3202.18,8.0,503.67,1,0,0,3,0,1
33,1,1,1,2017-03-29,0,2,0,0,14,326.43,38026.78,8.0,728.1998594,1,0,0,3,0,1
27,0,0,1,2015-10-01,0,0,0,0,14,319.33,65019.23,16.0,788.46,1,0,1,4,-1,0
48,0,1,2,2015-02-27,0,1,1,2,12,171.59,35683.35,19.0,697.62,0,1,1,0,0,1
44,0,0,0,2017-05-31,0,2,0,0,2,396.33,49195.27,14.0,634.68,1,0,1,1,0,1
35,0,0,0,2015-08-08,0,1,0,1,3,216.22,3943.08,16.0,676.82,1,0,0,3,0,1
59,0,0,1,2015-01-16,0,2,1,0,23,671.28,48593.11,15.0,328.5568622,0,1,0,3,1,0
19,0,1,5,2017-06-22,0,2,1,0,16,301.69,21602.35,4.0,697.62,1,0,0,3,1,0
38,1,0,2,2016-07-21,0,0,1,1,16,-827.5418123,49071.68,14.0,646.75,1,0,1,0,0,1
33,0,0,5,2015-12-08,0,0,0,0,22,31.84,9480.2,13.0,798.35,0,1,0,3,1,0
20,1,0,1,2016-10-05,0,0,0,1,14,217.15,14448.33,14.0,398.1202276,1,0,1,1,0,0
33,1,2,4,2016-10-08,1,2,1,1,4,238.67,1093.0,23.0,718.87,1,1,1,4,0,0
59,1,2,1,2016-10-12,1,0,1,1,8,1311.13,43085.39,26.0,626.62,1,1,1,2,0,1
50,0,0,5,2017-01-28,0,2,1,2,18,362.94,24139.82,16.0,750.73,1,1,1,1,0,0
37,0,0,1,2016-12-29,1,1,1,2,12,217.7,12794.99,21.0,720.4,0,1,0,3,0,0
46,1,0,2,2017-07-24,0,0,0,0,6,247.86,16187.72,20.0,670.56,0,1,0,3,0,1
20,0,0,5,2016-08-27,0,1,1,1,17,30.51,6198.8,16.0,723.26,1,0,1,4,0,0
19,1,1,0,2016-05-14,0,0,0,2,11,80.82,49992.11,23.0,688.45,1,0,0,3,-1,1
35,1,0,0,2015-05-15,0,2,0,0,7,426.3,46246.4,11.0,921.1817527,0,1,0,3,0,1
44,0,1,1,2015-06-22,1,0,1,0,-999,41.97,38489.16,28.0,684.81,0,1,0,3,0,1
43,0,1,1,2016-09-11,0,0,0,1,20,461.78,49458.72,5.0,722.27,1,1,0,3,0,0
32,1,0,0,2015-10-04,1,2,0,0,20,148.01,3134.96,16.0,543.56,0,1,0,3,0,1
60,0,0,2,2015-01-24,0,0,0,2,4,419.85,9816.43,21.0,518.48,1,0,0,3,0,1
35,0,0,4,2017-05-16,0,2,0,2,11,882.056136,18363.35,11.0,740.37,0,1,1,4,-1,0
26,0,0,1,2016-10-16,0,0,1,2,12,300.02,7828.47,24.0,243.0064963,1,1,1,2,0,1
41,0,1,0,2015-05-08,0,0,0,2,12,188.17,27825.45,16.0,177.6457005,0,1,1,2,0,1
52,0,1,4,2016-04-02,1,2,0,1,11,43.21,46106.44,10.0,727.14,0,1,0,3,-1,0
29,0,1,5,2017-10-07,0,0,0,1,7,188.6,11421.1,10.0,768.16,0,1,1,4,0,0
15,0,0,3,2016-02-12,0,1,1,0,1,190.74,4601.28,16.0,1103.890689,0,1,0,3,0,1
38,0,0,0,2015-07-20,0,0,1,2,11,32.91,46667.18,12.0,1137.114471,1,0,0,3,0,1
62,1,2,2,2015-01-30,1,1,0,1,3,173.67,26592.57,19.0,551.46,0,1,0,3,-1,1
62,1,1,2,2017-07-16,0,0,0,0,15,487.19,26919.08,32.02072316,519.26,1,1,1,0,0,1
61,1,0,2,2015-02-07,0,2,1,2,5,112.84,35891.41,19.0,296.0943285,0,1,0,3,-1,1
64,0,1,1,2015-11-08,0,1,0,2,11,188.72,32391.98,-21.03731536,746.58,0,1,1,4,0,0
45,1,0,0,2015-09-27,1,1,0,2,3,143.66,9327.98,20.0,696.7,0,1,1,1,0,1
39,1,0,0,2015-10-20,1,1,0,2,17,138.11,20155.37,6.0,697.92,1,0,0,3,0,1
35,1,1,2,2016-06-06,1,0,0,2,21,582.7,10378.31,11.0,698.07,1,0,0,3,0,1
46,1,0,5,2015-05-20,1,2,2,1,11,534.61,73437.7,11.0,740.95,1,1,1,0,1,0
20,0,1,1,2017-10-23,0,0,1,0,16,316.35,46893.25,19.0,772.29,1,0,1,2,1,0
18,0,1,3,2017-09-26,1,0,1,2,11,191.16,30861.57,16.0,734.25,0,1,1,1,0,0
29,0,1,5,2015-10-21,0,0,0,0,18,32.94,29819.57,13.0,1096.054195,1,0,1,4,0,0
58,1,1,3,2016-12-26,0,1,0,1,7,523.02,6132.05,22.0,355.7586915,1,1,0,3,0,1
35,1,1,1,2016-12-27,1,0,0,0,13,32.13,7951.46,13.0,622.08,0,1,1,2,0,1
34,0,1,2,2017-11-09,0,1,0,1,4,487.4,9544.71,26.0,534.29,1,0,1,1,-1,1
57,1,1,4,2016-04-11,1,2,1,0,12,680.98,9965.34,18.0,784.45,1,1,0,3,0,0
26,0,1,1,2015-12-08,1,2,0,2,18,35.91,32643.66,23.0,1042.883469,0,1,1,0,0,1
25,1,0,4,2016-06-24,1,2,2,0,9,606.86,43009.12,44.78089956,713.04,1,0,1,1,0,0
32,0,1,0,2017-04-08,1,1,0,0,16,106.21,20749.32,9.0,637.78,0,1,0,3,0,1
37,0,0,3,2016-11-02,0,1,0,2,15,41.62,30411.67,5.0,668.46,1,0,1,4,-1,1
42,1,1,0,2017-11-02,1,1,0,1,24,195.68,35497.56,29.0,640.46,0,1,0,3,0,1
24,0,0,5,2015-09-28,0,1,1,2,23,299.29,43623.35,18.0,1029.012814,0,1,0,3,0,0
54,1,0,1,2015-09-11,1,0,1,2,15,31.82,30002.73,17.0,738.5,0,1,1,0,0,0
48,0,0,1,2016-09-30,0,1,1,0,17,31.82,15109.28,18.0,-110.5841026,0,1,0,3,0,1
24,0,0,4,2017-09-02,0,0,0,2,9,324.5,24913.33,18.0,763.91,1,1,1,4,1,0
49,1,1,1,2016-06-06,0,1,0,2,-999,621.73,22419.02,16.0,753.02,0,1,1,2,0,0
63,0,1,1,2017-03-07,0,0,0,2,5,121.86,67231.45,15.0,697.62,0,1,0,3,-1,0
33,1,0,5,2017-05-21,1,1,1,2,12,945.48,38795.44,1.0,697.62,1,0,0,3,1,0
